GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	sample	COV
46	74972	32306	24	1.37983	0.007677	sc1_D14	63.5486077355139
47	47573	20189	24	1.358926	0.009564	sc1_D14	62.5858658788336
48	29860	12588	23	1.349921	0.012032	sc1_D14	62.1711370987242
49	19161	7692	23	1.285472	0.014657	sc1_D14	59.2029133175728
50	11935	4500	23	1.207346	0.017998	sc1_D14	55.6047899777811
51	7172	2580	23	1.151916	0.022678	sc1_D14	53.0519397521885
52	4961	1652	23	1.066307	0.026235	sc1_D14	49.1091839347112
53	3691	1097	21	0.951709	0.028734	sc1_D14	43.8313284385455
54	2984	777	20	0.833804	0.029913	sc1_D14	38.4011677701618
55	1836	480	18	0.837163	0.038211	sc1_D14	38.5558678226202
56	1510	316	20	0.670119	0.037697	sc1_D14	30.862591382355
57	1275	283	17	0.710752	0.04225	sc1_D14	32.7339600133581
58	922	192	18	0.666825	0.048124	sc1_D14	30.7108849301972
59	641	129	16	0.644426	0.056739	sc1_D14	29.6792902666026
60	530	100	14	0.604179	0.060418	sc1_D14	27.8256990158462
61	470	79	15	0.538234	0.060556	sc1_D14	24.7885763723912
62	415	101	16	0.779318	0.077545	sc1_D14	35.8917938320121
63	354	107	16	0.967881	0.093569	sc1_D14	44.5761361933404
64	323	64	15	0.634482	0.07931	sc1_D14	29.2213154759966
65	249	60	15	0.771602	0.099613	sc1_D14	35.5364304486335
66	158	43	14	0.871471	0.132898	sc1_D14	40.1359361166782
67	90	14	19	0.498112	0.133126	sc1_D14	22.9407420452899
68	21	3	27	0.45745	0.264109	sc1_D14	21.0680378079987
69	5	0	0	0	0	sc1_D14	0
70	3	0	0	0	0	sc1_D14	0
71	5	0	0	0	0	sc1_D14	0
72	4	0	0	0	0	sc1_D14	0
73	5	0	0	0	0	sc1_D14	0
74	5	0	0	0	0	sc1_D14	0
75	4	0	0	0	0	sc1_D14	0
76	9	0	0	0	0	sc1_D14	0
77	9	0	0	0	0	sc1_D14	0
78	3	0	0	0	0	sc1_D14	0
79	9	0	0	0	0	sc1_D14	0
80	3	0	0	0	0	sc1_D14	0
81	1	0	0	0	0	sc1_D14	0
82	3	0	0	0	0	sc1_D14	0
83	1	0	0	0	0	sc1_D14	0
84	2	0	0	0	0	sc1_D14	0
85	1	0	0	0	0	sc1_D14	0
86	5	0	0	0	0	sc1_D14	0
87	2	0	0	0	0	sc1_D14	0
88	0	0	0	0	0	sc1_D14	0
89	0	0	0	0	0	sc1_D14	0
90	0	0	0	0	0	sc1_D14	0
91	0	0	0	0	0	sc1_D14	0
92	0	0	0	0	0	sc1_D14	0
93	0	0	0	0	0	sc1_D14	0
94	0	0	0	0	0	sc1_D14	0
95	0	0	0	0	0	sc1_D14	0
96	0	0	0	0	0	sc1_D14	0
97	0	0	0	0	0	sc1_D14	0
98	0	0	0	0	0	sc1_D14	0
99	0	0	0	0	0	sc1_D14	0
100	0	0	0	0	0	sc1_D14	0
0	134	707	19	26.198108	0.985281	sc2_D5	779.810970312404
1	128	6	16	0.232754	0.095021	sc2_D5	6.92813857336924
2	284	12	16	0.209806	0.060566	sc2_D5	6.2450700805327
3	334	22	18	0.327063	0.06973	sc2_D5	9.73533338297887
4	586	41	16	0.347409	0.054256	sc2_D5	10.3409509337568
5	881	87	16	0.490342	0.05257	sc2_D5	14.5954841779004
6	1734	127	17	0.363672	0.032271	sc2_D5	10.8250342045866
7	3729	327	18	0.435422	0.024079	sc2_D5	12.9607394669633
8	8141	705	19	0.429998	0.016195	sc2_D5	12.7992890789057
9	16808	1646	20	0.486261	0.011985	sc2_D5	14.4740094298062
10	34763	7170	13	1.024135	0.012095	sc2_D5	30.4843276499545
11	69810	7873	19	0.559987	0.006311	sc2_D5	16.6685321639384
12	130051	15389	19	0.58756	0.004736	sc2_D5	17.4892680691581
13	225313	27444	20	0.604807	0.003651	sc2_D5	18.0026410121576
14	366008	44999	22	0.610475	0.002878	sc2_D5	18.1713542864036
15	556676	77912	19	0.694956	0.00249	sc2_D5	20.6860095654399
16	800615	109451	22	0.678815	0.002052	sc2_D5	20.2055577377044
17	1090671	157894	22	0.718832	0.001809	sc2_D5	21.3967008385341
18	1418273	211211	23	0.739455	0.001609	sc2_D5	22.0105635510915
19	1774919	274127	23	0.766882	0.001465	sc2_D5	22.826953630969
20	2152468	343993	23	0.793539	0.001353	sc2_D5	23.6204239470551
21	2542014	417499	23	0.815517	0.001262	sc2_D5	24.2746194906999
22	2928897	497416	23	0.843278	0.001196	sc2_D5	25.1009513901959
23	3296894	576908	23	0.868874	0.001144	sc2_D5	25.8628400577332
24	3640966	657509	23	0.896686	0.001106	sc2_D5	26.6906900195063
25	3947965	734745	24	0.924099	0.001078	sc2_D5	27.5066633764057
26	4186891	801907	24	0.951016	0.001062	sc2_D5	28.3078728335123
27	4342177	855002	24	0.977721	0.001057	sc2_D5	29.1027719140945
28	4398905	888771	24	1.00323	0.001064	sc2_D5	29.8620709459826
29	4357284	904596	24	1.030847	0.001084	sc2_D5	30.6841165519904
30	4224385	901812	24	1.060005	0.001116	sc2_D5	31.5520314515079
31	3994228	868863	24	1.080124	0.001159	sc2_D5	32.1508921368564
32	3689416	824010	24	1.108996	0.001222	sc2_D5	33.0102939812514
33	3323630	759822	24	1.135153	0.001302	sc2_D5	33.7888813338366
34	2921606	679002	24	1.153997	0.0014	sc2_D5	34.3497904622579
35	2506143	596972	24	1.182779	0.001531	sc2_D5	35.2065133732228
36	2088773	507278	24	1.205897	0.001693	sc2_D5	35.8946420736496
37	1692915	418071	24	1.226225	0.001896	sc2_D5	36.4997238377416
38	1339228	336298	25	1.246881	0.00215	sc2_D5	37.1145688258901
39	1030095	263511	25	1.270214	0.002474	sc2_D5	37.8090972006223
40	762712	197238	24	1.28406	0.002891	sc2_D5	38.2212362258887
41	551367	143511	25	1.292408	0.003412	sc2_D5	38.4697221844995
42	391418	103271	25	1.310065	0.004077	sc2_D5	38.9952991575697
43	267733	70503	25	1.307558	0.004924	sc2_D5	38.9206759785763
44	178016	47271	24	1.318533	0.006064	sc2_D5	39.2473570274206
45	115350	30756	24	1.323938	0.007549	sc2_D5	39.4082418628652
46	74972	19724	24	1.306325	0.009302	sc2_D5	38.8839745905831
47	47573	12504	24	1.3051	0.011671	sc2_D5	38.8475113300059
48	29860	7623	23	1.267627	0.014519	sc2_D5	37.7320927474687
49	19161	4961	23	1.285602	0.018252	sc2_D5	38.2671352853255
50	11935	2757	23	1.147016	0.021845	sc2_D5	34.1419945258586
51	7172	1513	22	1.0475	0.02693	sc2_D5	31.1798085343508
52	4961	1084	22	1.084964	0.032953	sc2_D5	32.294959223545
53	3691	692	22	0.930931	0.035389	sc2_D5	27.7100241896818
54	2984	486	21	0.80871	0.036684	sc2_D5	24.0720028255989
55	1836	299	19	0.808637	0.046765	sc2_D5	24.0698299129277
56	1510	198	19	0.651094	0.046271	sc2_D5	19.3804164752884
57	1275	147	17	0.572483	0.047218	sc2_D5	17.0404871877525
58	922	130	18	0.700112	0.061404	sc2_D5	20.839482685061
59	641	57	18	0.441542	0.058484	sc2_D5	13.1429069402141
60	530	78	15	0.730759	0.082742	sc2_D5	21.7517190498841
61	470	60	13	0.633882	0.081834	sc2_D5	18.868085339734
62	415	51	17	0.610207	0.085446	sc2_D5	18.1633770179671
63	354	72	16	1.009914	0.11902	sc2_D5	30.0610264020624
64	323	50	14	0.76864	0.108702	sc2_D5	22.8792821306381
65	249	30	16	0.598242	0.109224	sc2_D5	17.807227701391
66	158	17	19	0.534253	0.129575	sc2_D5	15.9025357984749
67	90	10	18	0.551712	0.174467	sc2_D5	16.4222191179988
68	21	0	0	0	0	sc2_D5	0
69	5	0	0	0	0	sc2_D5	0
70	3	0	0	0	0	sc2_D5	0
71	5	0	0	0	0	sc2_D5	0
72	4	0	0	0	0	sc2_D5	0
73	5	0	0	0	0	sc2_D5	0
74	5	0	0	0	0	sc2_D5	0
75	4	0	0	0	0	sc2_D5	0
76	9	0	0	0	0	sc2_D5	0
77	9	0	0	0	0	sc2_D5	0
78	3	0	0	0	0	sc2_D5	0
79	9	0	0	0	0	sc2_D5	0
80	3	0	0	0	0	sc2_D5	0
81	1	0	0	0	0	sc2_D5	0
82	3	0	0	0	0	sc2_D5	0
83	1	0	0	0	0	sc2_D5	0
84	2	0	0	0	0	sc2_D5	0
85	1	0	0	0	0	sc2_D5	0
86	5	0	0	0	0	sc2_D5	0
87	2	0	0	0	0	sc2_D5	0
88	0	0	0	0	0	sc2_D5	0
89	0	0	0	0	0	sc2_D5	0
90	0	0	0	0	0	sc2_D5	0
91	0	0	0	0	0	sc2_D5	0
92	0	0	0	0	0	sc2_D5	0
93	0	0	0	0	0	sc2_D5	0
94	0	0	0	0	0	sc2_D5	0
95	0	0	0	0	0	sc2_D5	0
96	0	0	0	0	0	sc2_D5	0
97	0	0	0	0	0	sc2_D5	0
98	0	0	0	0	0	sc2_D5	0
99	0	0	0	0	0	sc2_D5	0
100	0	0	0	0	0	sc2_D5	0
0	134	981	19	17.946697	0.572994	sc2_D10	1081.35860358006
1	128	34	16	0.651162	0.111673	sc2_D10	39.2350542846073
2	284	58	17	0.500645	0.065738	sc2_D10	30.165817035265
3	334	68	17	0.499094	0.060524	sc2_D10	30.0723632262353
4	586	130	16	0.543834	0.047697	sc2_D10	32.7681230044369
5	881	195	15	0.542599	0.038856	sc2_D10	32.693709429871
6	1734	419	14	0.592359	0.028939	sc2_D10	35.6919438188587
7	3729	814	16	0.535121	0.018756	sc2_D10	32.2431307168314
8	8141	1692	18	0.509499	0.012386	sc2_D10	30.6993051236914
9	16808	3690	19	0.538184	0.00886	sc2_D10	32.4276884325361
10	34763	32315	11	2.278805	0.012677	sc2_D10	137.306903472614
11	69810	20115	16	0.706355	0.00498	sc2_D10	42.5606481477786
12	130051	39339	16	0.741532	0.003739	sc2_D10	44.6801998178233
13	225313	64563	17	0.702454	0.002765	sc2_D10	42.3255976584007
14	366008	99934	21	0.669334	0.002117	sc2_D10	40.3299882740905
15	556676	195059	15	0.858982	0.001945	sc2_D10	51.7570211399015
16	800615	236641	21	0.72458	0.00149	sc2_D10	43.658775594308
17	1090671	337559	20	0.758711	0.001306	sc2_D10	45.7153016781211
18	1418273	438979	23	0.75876	0.001145	sc2_D10	45.7182541195411
19	1774919	560897	23	0.774685	0.001034	sc2_D10	46.677797581049
20	2152468	696073	23	0.792754	0.00095	sc2_D10	47.7665254181595
21	2542014	842901	23	0.812866	0.000885	sc2_D10	48.9783519863131
22	2928897	997248	23	0.834679	0.000836	sc2_D10	50.2926704494761
23	3296894	1155398	23	0.859106	0.000799	sc2_D10	51.7644926243114
24	3640966	1315829	24	0.885938	0.000772	sc2_D10	53.381225444354
25	3947965	1471923	24	0.91397	0.000753	sc2_D10	55.0702629522339
26	4186891	1611092	24	0.943298	0.000743	sc2_D10	56.8373895229782
27	4342177	1720393	24	0.971271	0.000741	sc2_D10	58.5228720503728
28	4398905	1790956	24	0.998069	0.000746	sc2_D10	60.1375562375933
29	4357284	1825402	24	1.026982	0.00076	sc2_D10	61.8796774371271
30	4224385	1818762	24	1.055438	0.000783	sc2_D10	63.5942626013763
31	3994228	1765893	24	1.083807	0.000816	sc2_D10	65.3036056757572
32	3689416	1668704	24	1.108771	0.000858	sc2_D10	66.8077841983997
33	3323630	1537697	24	1.134171	0.000915	sc2_D10	68.3382334242897
34	2921606	1377324	24	1.155673	0.000985	sc2_D10	69.6338129225216
35	2506143	1207692	24	1.181328	0.001075	sc2_D10	71.179626894577
36	2088773	1024747	24	1.202668	0.001188	sc2_D10	72.4654452599508
37	1692915	845166	24	1.223847	0.001331	sc2_D10	73.7415627463731
38	1339228	677681	24	1.240484	0.001507	sc2_D10	74.7440069893311
39	1030095	528200	24	1.257018	0.00173	sc2_D10	75.7402450799164
40	762712	394947	24	1.2694	0.00202	sc2_D10	76.4863089505845
41	551367	288350	24	1.282034	0.002387	sc2_D10	77.2475568056985
42	391418	205625	24	1.287821	0.00284	sc2_D10	77.596246162794
43	267733	140456	24	1.286053	0.003432	sc2_D10	77.489717256047
44	178016	93258	24	1.284244	0.004205	sc2_D10	77.3807179391322
45	115350	61062	24	1.297698	0.005252	sc2_D10	78.1913739976017
46	74972	39225	24	1.282579	0.006476	sc2_D10	77.2803951847579
47	47573	24443	23	1.259547	0.008056	sc2_D10	75.8926272095335
48	29860	15337	23	1.259131	0.010167	sc2_D10	75.8675615844166
49	19161	9375	23	1.199426	0.012388	sc2_D10	72.270102094977
50	11935	5576	22	1.145304	0.015338	sc2_D10	69.0090401657005
51	7172	3184	22	1.088311	0.019287	sc2_D10	65.5749892707733
52	4961	1944	21	0.960611	0.021787	sc2_D10	57.8805654067512
53	3691	1398	21	0.928503	0.024833	sc2_D10	55.9459329758505
54	2984	1019	20	0.837135	0.026225	sc2_D10	50.4406540439165
55	1836	698	18	0.931972	0.035276	sc2_D10	56.1549537776069
56	1510	408	19	0.662374	0.032792	sc2_D10	39.9106210846341
57	1275	338	18	0.649871	0.035348	sc2_D10	39.1572664912756
58	922	220	17	0.584941	0.039437	sc2_D10	35.244980340211
59	641	152	17	0.581307	0.04715	sc2_D10	35.026017643877
60	530	111	15	0.513414	0.048731	sc2_D10	30.9351991677607
61	470	100	14	0.521582	0.052158	sc2_D10	31.4273530763067
62	415	116	16	0.68522	0.063621	sc2_D10	41.2871818332437
63	354	107	16	0.74097	0.071632	sc2_D10	44.6463371223528
64	323	98	15	0.743779	0.075133	sc2_D10	44.8155903457986
65	249	78	14	0.767919	0.08695	sc2_D10	46.2701196494595
66	158	38	15	0.589586	0.095643	sc2_D10	35.524859736048
67	90	25	15	0.680954	0.136191	sc2_D10	41.030138667982
68	21	3	0	0.350205	0.202191	sc2_D10	21.1012193367256
69	5	0	0	0	0	sc2_D10	0
70	3	0	0	0	0	sc2_D10	0
71	5	0	0	0	0	sc2_D10	0
72	4	0	0	0	0	sc2_D10	0
73	5	0	0	0	0	sc2_D10	0
74	5	0	0	0	0	sc2_D10	0
75	4	0	0	0	0	sc2_D10	0
76	9	0	0	0	0	sc2_D10	0
77	9	0	0	0	0	sc2_D10	0
78	3	0	0	0	0	sc2_D10	0
79	9	0	0	0	0	sc2_D10	0
80	3	0	0	0	0	sc2_D10	0
81	1	0	0	0	0	sc2_D10	0
82	3	0	0	0	0	sc2_D10	0
83	1	0	0	0	0	sc2_D10	0
84	2	0	0	0	0	sc2_D10	0
85	1	0	0	0	0	sc2_D10	0
86	5	0	0	0	0	sc2_D10	0
87	2	0	0	0	0	sc2_D10	0
88	0	0	0	0	0	sc2_D10	0
89	0	0	0	0	0	sc2_D10	0
90	0	0	0	0	0	sc2_D10	0
91	0	0	0	0	0	sc2_D10	0
92	0	0	0	0	0	sc2_D10	0
93	0	0	0	0	0	sc2_D10	0
94	0	0	0	0	0	sc2_D10	0
95	0	0	0	0	0	sc2_D10	0
96	0	0	0	0	0	sc2_D10	0
97	0	0	0	0	0	sc2_D10	0
98	0	0	0	0	0	sc2_D10	0
99	0	0	0	0	0	sc2_D10	0
100	0	0	0	0	0	sc2_D10	0
0	134	409	18	236.989407	11.718372	sc2_D14	418.928905757497
1	128	13	20	7.885765	2.187118	sc2_D14	13.9397576639819
2	284	8	16	2.187168	0.773281	sc2_D14	3.8662820779488
3	334	10	19	2.324684	0.73513	sc2_D14	4.10937069584701
4	586	8	13	1.059993	0.374764	sc2_D14	1.87376184118055
5	881	18	14	1.586379	0.373913	sc2_D14	2.80426043931437
6	1734	29	16	1.298552	0.241135	sc2_D14	2.29546533457172
7	3729	35	14	0.728763	0.123183	sc2_D14	1.28824275317314
8	8141	52	15	0.495948	0.068776	sc2_D14	0.876692994774315
9	16808	92	16	0.424993	0.044309	sc2_D14	0.751265023607557
10	34763	8092	10	18.073782	0.200919	sc2_D14	31.9492327189103
11	69810	2255	11	2.508068	0.052816	sc2_D14	4.433540705916
12	130051	4109	10	2.4532	0.038271	sc2_D14	4.3365499100316
13	225313	4470	11	1.540394	0.02304	sc2_D14	2.72297222489532
14	366008	3511	12	0.744819	0.01257	sc2_D14	1.31662512939826
15	556676	15305	10	2.134722	0.017255	sc2_D14	3.77357267937489
16	800615	6283	15	0.609332	0.007687	sc2_D14	1.07712319818171
17	1090671	10709	13	0.76237	0.007367	sc2_D14	1.34765023435137
18	1418273	10901	18	0.596784	0.005716	sc2_D14	1.05494195398186
19	1774919	14213	18	0.621753	0.005215	sc2_D14	1.09907994301805
20	2152468	17474	20	0.630327	0.004768	sc2_D14	1.11423630162257
21	2542014	21284	20	0.650108	0.004456	sc2_D14	1.14920340327361
22	2928897	25846	20	0.685172	0.004262	sc2_D14	1.21118644014192
23	3296894	31049	20	0.731228	0.00415	sc2_D14	1.29260016207916
24	3640966	35181	21	0.750243	0.004	sc2_D14	1.32621319670301
25	3947965	40624	21	0.79895	0.003964	sc2_D14	1.41231312188967
26	4186891	45840	21	0.850087	0.00397	sc2_D14	1.50270858607901
27	4342177	50099	21	0.895843	0.004002	sc2_D14	1.58359199455912
28	4398905	52835	21	0.932583	0.004057	sc2_D14	1.64853771594122
29	4357284	55143	21	0.982619	0.004184	sc2_D14	1.73698692974292
30	4224385	56189	21	1.032757	0.004357	sc2_D14	1.82561645012005
31	3994228	55741	21	1.083558	0.004589	sc2_D14	1.91541796323741
32	3689416	53932	21	1.135009	0.004887	sc2_D14	2.0063684888452
33	3323630	50812	21	1.187036	0.005266	sc2_D14	2.09833721629067
34	2921606	47509	21	1.262597	0.005793	sc2_D14	2.23190726673576
35	2506143	42095	21	1.304173	0.006357	sc2_D14	2.30540164104665
36	2088773	37028	20	1.376415	0.007153	sc2_D14	2.43310465694446
37	1692915	29980	21	1.375013	0.007941	sc2_D14	2.43062632538818
38	1339228	24396	22	1.414407	0.009056	sc2_D14	2.50026355315427
39	1030095	18968	22	1.429732	0.010381	sc2_D14	2.52735373225554
40	762712	14284	22	1.454118	0.012167	sc2_D14	2.57046114547339
41	551367	10347	22	1.457082	0.014324	sc2_D14	2.57570064242975
42	391418	7761	22	1.539527	0.017475	sc2_D14	2.72143961900424
43	267733	5119	22	1.484546	0.020749	sc2_D14	2.62424907171766
44	178016	3550	22	1.548388	0.025988	sc2_D14	2.73710331081608
45	115350	2439	22	1.641741	0.033243	sc2_D14	2.9021244846915
46	74972	1638	20	1.696388	0.041915	sc2_D14	2.99872461632915
47	47573	1040	19	1.697396	0.052634	sc2_D14	3.00050646954508
48	29860	671	19	1.74479	0.067357	sc2_D14	3.08428538950107
49	19161	455	17	1.843757	0.086437	sc2_D14	3.25923049587075
50	11935	391	16	2.543693	0.12864	sc2_D14	4.49651542894913
51	7172	278	12	3.009643	0.180506	sc2_D14	5.32018061343438
52	4961	184	12	2.879778	0.2123	sc2_D14	5.09061675640428
53	3691	315	11	6.626389	0.373355	sc2_D14	11.7135441960641
54	2984	278	11	7.233632	0.433844	sc2_D14	12.7869746448727
55	1836	202	13	8.542581	0.601054	sc2_D14	15.1008188761567
56	1510	150	11	7.713025	0.629766	sc2_D14	13.6344031753715
57	1275	148	11	9.012846	0.740851	sc2_D14	15.9321117358669
58	922	93	10	7.831816	0.812121	sc2_D14	13.8443913949878
59	641	12	13	1.453562	0.419607	sc2_D14	2.56947829786619
60	530	3	15	0.439497	0.253744	sc2_D14	0.776903911547838
61	470	4	19	0.660804	0.330402	sc2_D14	1.1681108457315
62	415	8	17	1.496761	0.529185	sc2_D14	2.64584166798011
63	354	1	0	0.219335	0.219335	sc2_D14	0.387721007058854
64	323	5	14	1.201926	0.537518	sc2_D14	2.12465844087911
65	249	3	11	0.935475	0.540097	sc2_D14	1.65364993766787
66	158	1	0	0.491421	0.491421	sc2_D14	0.868690564706358
67	90	0	0	0	0	sc2_D14	0
68	21	0	0	0	0	sc2_D14	0
69	5	0	0	0	0	sc2_D14	0
70	3	0	0	0	0	sc2_D14	0
71	5	0	0	0	0	sc2_D14	0
72	4	0	0	0	0	sc2_D14	0
73	5	0	0	0	0	sc2_D14	0
74	5	0	0	0	0	sc2_D14	0
75	4	0	0	0	0	sc2_D14	0
76	9	0	0	0	0	sc2_D14	0
77	9	0	0	0	0	sc2_D14	0
78	3	0	0	0	0	sc2_D14	0
79	9	0	0	0	0	sc2_D14	0
80	3	0	0	0	0	sc2_D14	0
81	1	0	0	0	0	sc2_D14	0
82	3	0	0	0	0	sc2_D14	0
83	1	0	0	0	0	sc2_D14	0
84	2	0	0	0	0	sc2_D14	0
85	1	0	0	0	0	sc2_D14	0
86	5	0	0	0	0	sc2_D14	0
87	2	0	0	0	0	sc2_D14	0
88	0	0	0	0	0	sc2_D14	0
89	0	0	0	0	0	sc2_D14	0
90	0	0	0	0	0	sc2_D14	0
91	0	0	0	0	0	sc2_D14	0
92	0	0	0	0	0	sc2_D14	0
93	0	0	0	0	0	sc2_D14	0
94	0	0	0	0	0	sc2_D14	0
95	0	0	0	0	0	sc2_D14	0
96	0	0	0	0	0	sc2_D14	0
97	0	0	0	0	0	sc2_D14	0
98	0	0	0	0	0	sc2_D14	0
99	0	0	0	0	0	sc2_D14	0
100	0	0	0	0	0	sc2_D14	0
0	134	675	19	27.321197	1.051593	sc3_D5	744.034128191275
1	128	14	14	0.593224	0.158546	sc3_D5	16.1551816950824
2	284	27	17	0.515639	0.099235	sc3_D5	14.0423208333962
3	334	30	18	0.487164	0.088944	sc3_D5	13.2668653582848
4	586	64	18	0.592356	0.074045	sc3_D5	16.1315435791071
5	881	108	16	0.664888	0.063979	sc3_D5	18.10679683708
6	1734	226	17	0.706903	0.047023	sc3_D5	19.2509851351241
7	3729	489	17	0.711242	0.032163	sc3_D5	19.3691484821481
8	8141	1219	19	0.812132	0.023261	sc3_D5	22.1166709714891
9	16808	2401	20	0.774777	0.015812	sc3_D5	21.0993877661235
10	34763	9106	13	1.420729	0.014888	sc3_D5	38.6905033081479
11	69810	11892	19	0.923928	0.008472	sc3_D5	25.1611949502618
12	130051	22243	19	0.927642	0.00622	sc3_D5	25.2623377644695
13	225313	37409	20	0.900514	0.004656	sc3_D5	24.5235649416838
14	366008	59315	22	0.878971	0.003609	sc3_D5	23.9368876001448
15	556676	95209	19	0.927633	0.003006	sc3_D5	25.2620926687969
16	800615	129032	22	0.874127	0.002433	sc3_D5	23.8049716626052
17	1090671	176340	22	0.876916	0.002088	sc3_D5	23.8809240882447
18	1418273	227395	22	0.869605	0.001824	sc3_D5	23.6818247035726
19	1774919	284888	22	0.870555	0.001631	sc3_D5	23.7076959134534
20	2152468	345539	23	0.870685	0.001481	sc3_D5	23.7112361842792
21	2542014	410446	23	0.875747	0.001367	sc3_D5	23.8490888836651
22	2928897	476348	23	0.882106	0.001278	sc3_D5	24.0222625927514
23	3296894	542948	23	0.893211	0.001212	sc3_D5	24.3246834198317
24	3640966	611816	23	0.911391	0.001165	sc3_D5	24.8197766783927
25	3947965	674547	23	0.926701	0.001128	sc3_D5	25.2367116502612
26	4186891	728675	23	0.943937	0.001106	sc3_D5	25.7060970960565
27	4342177	769069	23	0.960635	0.001095	sc3_D5	26.1608312672034
28	4398905	796372	24	0.981911	0.0011	sc3_D5	26.7402374371234
29	4357284	807278	24	1.004866	0.001118	sc3_D5	27.365367566401
30	4224385	798835	24	1.025639	0.001148	sc3_D5	27.9310756115104
31	3994228	769183	24	1.044474	0.001191	sc3_D5	28.4440063884629
32	3689416	725565	24	1.066644	0.001252	sc3_D5	29.0477587285233
33	3323630	667293	24	1.088942	0.001333	sc3_D5	29.6549968737044
34	2921606	598260	24	1.110629	0.001436	sc3_D5	30.2455957460044
35	2506143	523798	24	1.133597	0.001566	sc3_D5	30.8710799023646
36	2088773	443765	24	1.152292	0.00173	sc3_D5	31.3801980799663
37	1692915	364610	24	1.168138	0.001935	sc3_D5	31.811729860778
38	1339228	293761	24	1.189708	0.002195	sc3_D5	32.3991424893347
39	1030095	228888	24	1.205165	0.002519	sc3_D5	32.8200806905216
40	762712	171898	24	1.222393	0.002948	sc3_D5	33.2892482734968
41	551367	125123	24	1.230827	0.00348	sc3_D5	33.5189301515333
42	391418	89578	24	1.241256	0.004147	sc3_D5	33.8029415703195
43	267733	61476	24	1.245387	0.005023	sc3_D5	33.9154404840222
44	178016	41390	24	1.261064	0.006199	sc3_D5	34.3423699127605
45	115350	26994	24	1.269259	0.007725	sc3_D5	34.565543139048
46	74972	17211	24	1.24511	0.009491	sc3_D5	33.907896983878
47	47573	11013	23	1.255584	0.011964	sc3_D5	34.193133881027
48	29860	6829	23	1.240418	0.01501	sc3_D5	33.7801204399194
49	19161	4319	23	1.222548	0.018603	sc3_D5	33.2934693656353
50	11935	2549	22	1.158372	0.022944	sc3_D5	31.5457738232034
51	7172	1406	22	1.063275	0.028357	sc3_D5	28.9560112484302
52	4961	871	22	0.952247	0.032266	sc3_D5	25.9324021003822
53	3691	635	22	0.933105	0.037029	sc3_D5	25.4111108377103
54	2984	460	20	0.836103	0.038984	sc3_D5	22.769469678913
55	1836	309	20	0.912823	0.051929	sc3_D5	24.8587741231815
56	1510	186	19	0.668093	0.048987	sc3_D5	18.1940781293621
57	1275	140	18	0.595551	0.050333	sc3_D5	16.2185525428641
58	922	92	18	0.5412	0.056424	sc3_D5	14.7384197763047
59	641	67	16	0.566914	0.06926	sc3_D5	15.4386853456468
60	530	54	15	0.55261	0.075201	sc3_D5	15.0491466233994
61	470	51	14	0.588536	0.082412	sc3_D5	16.0275140825338
62	415	58	17	0.75802	0.099533	sc3_D5	20.6430468566787
63	354	48	16	0.735426	0.10615	sc3_D5	20.0277477871558
64	323	44	14	0.738841	0.111384	sc3_D5	20.1207479784641
65	249	32	15	0.69703	0.123219	sc3_D5	18.9821151823313
66	158	20	14	0.686552	0.153518	sc3_D5	18.6967693537723
67	90	11	16	0.662904	0.199873	sc3_D5	18.0527668577079
68	21	0	0	0	0	sc3_D5	0
69	5	0	0	0	0	sc3_D5	0
70	3	0	0	0	0	sc3_D5	0
71	5	0	0	0	0	sc3_D5	0
72	4	0	0	0	0	sc3_D5	0
73	5	0	0	0	0	sc3_D5	0
74	5	0	0	0	0	sc3_D5	0
75	4	0	0	0	0	sc3_D5	0
76	9	0	0	0	0	sc3_D5	0
77	9	0	0	0	0	sc3_D5	0
78	3	0	0	0	0	sc3_D5	0
79	9	0	0	0	0	sc3_D5	0
80	3	0	0	0	0	sc3_D5	0
81	1	0	0	0	0	sc3_D5	0
82	3	0	0	0	0	sc3_D5	0
83	1	0	0	0	0	sc3_D5	0
84	2	0	0	0	0	sc3_D5	0
85	1	0	0	0	0	sc3_D5	0
86	5	0	0	0	0	sc3_D5	0
87	2	0	0	0	0	sc3_D5	0
88	0	0	0	0	0	sc3_D5	0
89	0	0	0	0	0	sc3_D5	0
90	0	0	0	0	0	sc3_D5	0
91	0	0	0	0	0	sc3_D5	0
92	0	0	0	0	0	sc3_D5	0
93	0	0	0	0	0	sc3_D5	0
94	0	0	0	0	0	sc3_D5	0
95	0	0	0	0	0	sc3_D5	0
96	0	0	0	0	0	sc3_D5	0
97	0	0	0	0	0	sc3_D5	0
98	0	0	0	0	0	sc3_D5	0
99	0	0	0	0	0	sc3_D5	0
100	0	0	0	0	0	sc3_D5	0
0	134	1274	19	20.659765	0.578816	sc3_D10	1403.58126322627
1	128	21	18	0.356509	0.077797	sc3_D10	24.2204764948457
2	284	43	16	0.329011	0.050174	sc3_D10	22.352319834971
3	334	63	17	0.409878	0.05164	sc3_D10	27.8462548343923
4	586	148	16	0.548814	0.045112	sc3_D10	37.2852763521881
5	881	181	15	0.44644	0.033184	sc3_D10	30.3302007140322
6	1734	429	14	0.537612	0.025956	sc3_D10	36.5242358800114
7	3729	747	16	0.4353	0.015927	sc3_D10	29.5733723922996
